4,996827470162839 
5,027169750594284 
5,098581071213495 
5,128397805713073 
5,199757521261617 
5,229026964039879 
5,257898196169829 
5,329001027213065 
5,35729562938819 
5,4282637107816 
5,4559600438419515 
5,52675866921835 
5,55383514033515 
5,624429521036565 
5,650864594297119 
5,721219873999517 
5,74699208101496 
5,81707335041315 
5,842161300944572 
5,911933612491573 
5,936316005090044 
6,005744387785171 
6,0750772933232815 
6,098449494661061 
6,167382518131336 
6,23618684445117 
6,258491018325801 
6,326839462277752 
6,395025921505817 
6,463038105813928 
6,483879083422752 
6,551358363090625 
6,618630029195202 
6,685681769203689 
6,752501265695574 
6,7713903503123944 
6,837579005135686 
6,9035020910509735 
6,969147295552795 
7,034502308422931 
7,099554823224635 
7,019070392741264 
6,9376144428733575 
6,903826434823487 
6,820590453496631 
6,785257249483521 
6,749218445063243 
6,663487991421626 
6,625983488271716 
6,58780788067848 
6,499731169880557 
6,509484970145712 
6,568127464957651 
6,675857077692923 
6,733822867442663 
6,791397300410585 
6,848568446325105 
6,905324396952266 
7,01137936234631 
7,067313008406953 
7,122792091355963 
7,22765066956516 
7,282217566896699 
7,236477288558517 
7,190132650232914 
7,143194784310266 
7,095674871835563 
7,047584141077662 
6,998933866094722 
6,9497353652959735 
6,8999999999999835 
6,849739172989557 
6,798964327063445 
6,797669809833773 
6,7458880823788805 
6,693623084598431 
6,790680836331086 
6,837223369189772 
6,933070149305761 
7,028267202818535 
7,122792091355963 
7,216622438162029 
7,309735930956791 
7,402110324790558 
7,543350752474028 
7,634125432578321 
7,724090936184229 
7,862676113727218 
8,000275558820597 
8,08754193260528 
8,223144737651921 
8,259341223537204 
8,196586981787979 
8,182371283583912 
8,11862508609057 
8,054442058739433 
8,038553034478173 
7,97343334726093 
7,9079101691493525 
7,89040326908156 
7,823999192941434 
7,805406670989827 
7,738156652303447 
7,718498865688934 
7,650438047704264 
7,629735605985796 
7,560899304546451 
7,539173058889266 
7,469596747234584 
7,446867779628191 
7,376587073169363 
7,352876685599903 
7,3286063480030155 
7,257257030259773 
7,232034065620923 
7,160066376962454 
7,133912614256395 
7,107215576484694 
7,034300023848009 
7,006701785749365 
6,978569960182187 
6,949906689493909 
6,875774454188611 
6,846247866255475 
6,816199910040997 
6,785632873813379 
6,710401705727828 
6,67901005623092 
6,647109774259391 
6,614703289143221 
6,581793068761717 
6,505300161333504 
6,471613120300932 
6,43743324087338 
6,402763125981 
6,3676054158872715 
6,331962787987936 
6,295837956607104 
6,2592336727905495 
6,222152724096203 
